Unnamed: 0,Unnamed: 0.1,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Unnamed: 0.1.1,Unnamed: 0.1.1,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,level_0,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb,CLdbQ
1568,19030.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.4,4.27,2.733,3.692,4.753,3.094,0.0,0.797116619482,0.388736207521,0.434466349979,-0.156184978334,0.0182893189296,-0.0448978907067,-0.371302597056,0.413479703867,0.511366587542,0.589712778777,0.282659064975,-0.0508060506622,0.471319849987,-0.344880919487,-0.329725720421,0.667313694321,0.319854464191,19030.0,19030.0,0.475367857188,0.456922846019,0.751829045155,0.675919065801,0.415711744772,0.608536902535,0.269238590202,0.793704186161,0.545476164847,2.65375301824e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.152,0.17,0.136,0.0,0.0,0.0,0.152,0.17,0.136,0.158,0.18,0.145,0.0,0.0,0.0,0.158,0.18,0.145,19030.0,0.01,0.001,0.0,1.85112156697e-11,2.05339979658e-11,5.31692825295e-11,7.48261004561e-31,0.0,0.55396,0.0,1.97663441443e-30,0.0,3.11579814315,0.0,2.42553402763,0.0,6.05396709354,2.983e-23,0.0,0.0100479268724,3.165e-26,0.0,3.165e-26,1.34890599627e-06,1.29656634858e-06,2.13339352218e-06,1.58367656398e-06,9.74011506522e-07,1.42580033561e-06,9.00200268352e-07,2.65375301824e-06,1.82380166828e-06,0.967500721343,0.954124290496
1569,63383.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.162,4.447,2.896,3.515,4.95,3.304,0.0,0.821072332099,0.454894933402,0.306992818125,-0.118664934313,-0.102882787729,-0.0377766172629,-0.309463372957,0.520526110381,0.381746294295,0.293365873936,0.632506242815,-0.0378960385392,0.476664938621,-0.453960509337,-0.275804641641,0.294293276377,0.634505752254,63383.0,63383.0,0.473422823167,0.461992397609,0.749955902074,0.457761731335,0.659176365774,0.596607673543,0.0991116900766,0.730156835353,0.676053155216,2.28142383956e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.147,0.174,0.14,0.0,0.0,0.0,0.147,0.174,0.14,0.155,0.183,0.15,0.0,0.0,0.0,0.155,0.183,0.15,63383.0,0.01,0.001,0.0,3.57772097512e-12,9.67229446112e-12,4.82596546024e-11,3.48855175375e-32,0.0,0.57788,0.0,7.75975370263e-32,0.0,5.10218730811,0.0,3.27756977249,0.0,0.636148862627,2.417e-24,0.0,0.0100479268724,2.589e-27,0.0,2.589e-27,7.16626926043e-07,6.9932452673e-07,1.13521901875e-06,1.02002688303e-06,1.46883753647e-06,1.3294162093e-06,3.09681100788e-07,2.28142383956e-06,2.1123732744e-06,0.969009364263,0.956047267386
1572,12486.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.284,4.236,2.924,3.59,4.657,3.264,0.0,0.804904938197,0.569805512315,0.0601742814579,0.0449881081733,0.147664635493,0.000697639150874,-0.526301631477,0.56605905501,0.0592792588997,0.178857277227,0.605870692551,0.000838944089945,0.274104802298,-0.586390919486,-0.0625263083492,0.215084339067,0.728588176494,12486.0,12486.0,0.475128843251,0.478905056234,0.738175134656,0.646586551387,0.346982257514,0.679359363324,0.529747107869,0.819338363199,0.219209142816,3.8814419428e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.149,0.17,0.141,0.0,0.0,0.0,0.149,0.17,0.141,0.156,0.178,0.149,0.0,0.0,0.0,0.156,0.178,0.149,12486.0,0.01,0.001,0.0,6.96008467921e-11,7.01332793397e-11,8.65669293533e-11,4.71335720926e-30,0.0,0.54936,0.0,8.63924459652e-30,0.0,1.55110932424,0.0,5.81633481214,0.0,5.38920796923,1.439e-22,0.0,0.0100479268724,1.523e-25,0.0,1.523e-25,1.99813910816e-06,2.01401985072e-06,3.10437184814e-06,2.88799398581e-06,1.5498043854e-06,3.03437451842e-06,2.50956471211e-06,3.8814419428e-06,1.03845688105e-06,0.968241908588,0.954531305539
1614,106058.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.372,4.175,2.237,3.617,4.644,2.502,0.0,0.796256794272,0.571246390698,0.119695294082,0.056873806256,-0.148630701497,0.0688279945993,-0.352765913503,0.605909548821,0.0754122518602,0.327684859507,0.625002528952,0.0673374052355,0.481933303333,-0.511559895591,-0.157618786407,0.320588276654,0.611467017312,106058.0,106058.0,0.478608954316,0.426602078935,0.767426957499,0.199512689896,0.761611006017,0.616557671337,0.189391061645,0.675216343162,0.712891236933,2.27312807925e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.151,0.168,0.123,0.0,0.0,0.0,0.151,0.168,0.123,0.157,0.178,0.13,0.0,0.0,0.0,0.157,0.178,0.13,106058.0,0.01,0.001,0.0,2.28956477742e-14,9.02791674267e-12,4.96734012937e-11,4.54390868556e-32,0.0,0.54109,0.0,1.65994778579e-31,0.0,1.88389239083,0.0,2.88269963489,0.0,1.0160981923,3.165e-24,0.0,0.0100479268724,3.051e-27,0.0,3.051e-27,7.7508453963e-07,6.90861867449e-07,1.2428116204e-06,5.95471827464e-07,2.27312807925e-06,1.84019735025e-06,3.74418228998e-07,1.33487454583e-06,1.40935623932e-06,0.957717492048,0.942216145621
1615,128947.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.23,4.562,2.556,3.604,4.984,2.76,0.0,0.825295051494,0.524596865614,0.140133985702,-0.100270364887,-0.118298463827,-0.0343701414492,-0.274930424292,0.588228875544,0.180538067472,0.246131770083,0.695732637656,-0.030586919569,0.491105358864,-0.556941351879,-0.127944211967,0.219039327087,0.619151313676,128947.0,128947.0,0.481833354234,0.435726001027,0.760249610836,0.362376068179,0.546228903104,0.755193730525,0.0968603038408,0.829848225277,0.549517974724,2.64307503922e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.148,0.176,0.132,0.0,0.0,0.0,0.148,0.176,0.132,0.157,0.184,0.137,0.0,0.0,0.0,0.157,0.184,0.137,128947.0,0.01,0.001,0.0,1.02596704451e-17,8.77370244632e-12,4.99110289404e-11,9.60695180721e-33,0.0,0.59353,0.0,4.36050280922e-32,0.0,0.361501240454,0.0,6.13908735371,0.0,5.62498596972,1.181e-25,0.0,0.0100479268724,1.168e-28,0.0,1.168e-28,3.42934109066e-07,3.10118232052e-07,5.41090650261e-07,8.7379559078e-07,1.31711900702e-06,1.82099484448e-06,3.08501053054e-07,2.64307503922e-06,1.75022033952e-06,0.966907898011,0.954083020203
1616,64041.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.685,4.073,2.454,4.045,4.515,2.713,0.0,0.821220583911,0.497665310148,0.236432400214,-0.113939977714,-0.0950967572717,-0.0667170043925,-0.324518184034,0.533615076073,0.303067920318,0.0227796614069,0.716325807746,-0.0634338533436,0.4602278657,-0.527636056205,-0.203553279655,0.0216586717893,0.681075336768,64041.0,64041.0,0.480777600387,0.442238487952,0.757151252221,0.713024952964,0.30678774997,0.630457526658,0.508882105857,0.84320191055,0.173348032534,1.0206643797e-05,2.2,2.0,2.4,2.3,3.2,3.3,0.158,0.166,0.129,0.0,0.0,0.0,0.158,0.166,0.129,0.166,0.175,0.136,0.0,0.0,0.0,0.166,0.175,0.136,64041.0,0.01,0.001,0.0,4.88271504867e-10,4.88352926343e-10,4.90888659419e-10,1.8143487263e-28,0.0,0.52731,0.0,3.54364819351e-28,0.0,1.72069764897,0.0,5.62175377044,0.0,5.67141259828,6.386e-21,0.0,0.0100479268724,6.376e-24,0.0,6.376e-24,5.21817222703e-06,4.79988375852e-06,8.21782386039e-06,7.97862323559e-06,3.43290071424e-06,7.05470832449e-06,6.15982758599e-06,1.0206643797e-05,2.09831310728e-06,0.965633775137,0.951172093209
1619,122217.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.549,4.528,2.536,3.909,4.943,2.849,0.0,0.823955391811,0.522784503687,0.156361945588,0.0557903023043,0.142240146059,-0.0020038071266,-0.476859591185,0.499834664519,0.150882889,0.272605022935,0.652446992846,-0.00195646715376,0.306095735994,-0.628357162419,-0.18658575258,0.266164725259,0.637032923044,122217.0,122217.0,0.479238738995,0.458305070931,0.748523007666,0.307251782222,0.387488670528,0.869165618587,0.227128143754,0.76301317262,0.605164196498,2.71420826055e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.155,0.175,0.131,0.0,0.0,0.0,0.155,0.175,0.131,0.163,0.183,0.139,0.0,0.0,0.0,0.163,0.183,0.139,122217.0,0.01,0.001,0.0,2.21779818443e-13,8.9867291553e-12,4.93283650398e-11,5.05197690808e-33,0.0,0.58892,0.0,2.41610604004e-32,0.0,0.368569326026,0.0,3.03206476654,0.0,3.55926551822,9.964e-26,0.0,0.0100479268724,1.052e-28,0.0,1.052e-28,3.26897023689e-07,3.12617807031e-07,5.10580475781e-07,5.88882333354e-07,7.42665285124e-07,1.6658529166e-06,8.07945532399e-07,2.71420826055e-06,2.1527041997e-06,0.971012659862,0.958908544502
1620,91844.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.522,4.27,2.686,3.882,4.732,3.066,0.0,0.83145909165,0.356582459111,0.397300886827,-0.108823114202,0.108785403008,-0.0661641434597,-0.341163183483,0.407345400295,0.517461676981,0.665723012473,0.048435490448,-0.0722177773402,0.427422928613,-0.387415201262,-0.362234115907,0.726632791888,0.0528670558044,91844.0,91844.0,0.479190436829,0.463741403229,0.745198252938,0.180025186369,0.733165904306,0.655788600873,0.25294312132,0.474947610604,0.842878724704,2.41600286194e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.155,0.17,0.135,0.0,0.0,0.0,0.155,0.17,0.135,0.162,0.179,0.144,0.0,0.0,0.0,0.162,0.179,0.144,91844.0,0.01,0.001,0.0,4.12818766976e-15,8.86754315643e-12,5.13813732877e-11,2.52500222594e-32,0.0,0.55396,0.0,4.57644494974e-32,0.0,2.14021656275,0.0,2.98228322539,0.0,1.13928161777,1.471e-24,0.0,0.0100479268724,1.541e-27,0.0,1.541e-27,6.40714949857e-07,6.20058388233e-07,9.96388125825e-07,5.93237305409e-07,2.41600286194e-06,2.16102130123e-06,4.4706521847e-07,8.39447841827e-07,1.48974899668e-06,0.96890688486,0.955703179185
1621,109146.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.413,4.467,2.679,3.746,4.929,2.998,0.0,0.800330905879,0.578245690041,0.052040160597,0.14538602616,-0.035455438607,0.0787043146212,-0.452573365725,0.610059112144,-0.00242182422048,0.214341516096,0.608984982107,0.0912927742644,0.374324792071,-0.527035812055,-0.113925462046,0.248624636891,0.706389843675,109146.0,109146.0,0.480499883618,0.469274511661,0.740878731338,0.525238834186,0.75442329546,0.393661857856,0.279090153948,0.591620562321,0.756368822869,2.57544637663e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.152,0.174,0.135,0.0,0.0,0.0,0.152,0.174,0.135,0.16,0.183,0.143,0.0,0.0,0.0,0.16,0.183,0.143,109146.0,0.01,0.001,0.0,9.33493244258e-12,1.27556676409e-11,4.92320935533e-11,1.00287626439e-31,0.0,0.58064,0.0,2.9832847897e-31,0.0,4.99414351141,0.0,0.201130711833,0.0,2.62845407693,5.197e-24,0.0,0.0100479268724,5.454e-27,0.0,5.454e-27,8.80807959426e-07,8.60230645457e-07,1.35811038833e-06,1.14772951351e-06,1.64853362989e-06,8.60213112966e-07,9.50305861379e-07,2.01447625483e-06,2.57544637663e-06,0.970027070182,0.957503225677
1622,57915.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.189,4.331,2.998,3.502,4.821,3.332,0.0,0.82793625598,0.300004575941,0.447643366383,-0.148285209128,-0.0463219573795,-0.0796505474606,-0.327556019425,0.297890002021,0.537607881498,0.181267243363,0.689742229647,-0.0763450087491,0.441651265254,-0.360791477851,-0.449089626806,0.173744559475,0.661117572143,57915.0,57915.0,0.480491825574,0.473360389717,0.738280127732,0.839355484363,0.222797773726,0.495826101464,0.233724675121,0.857584296416,0.458172402901,6.60861285336e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.147,0.172,0.143,0.0,0.0,0.0,0.147,0.172,0.143,0.154,0.181,0.151,0.0,0.0,0.0,0.154,0.181,0.151,57915.0,0.01,0.001,0.0,1.97752610498e-10,1.97957348297e-10,2.04039740756e-10,2.85139286289e-29,0.0,0.56224,0.0,7.33749755123e-29,0.0,0.211954748686,0.0,0.962665647075,0.0,5.20693162195,1.088e-21,0.0,0.0100479268724,1.153e-24,0.0,1.153e-24,3.35068960194e-06,3.30095883296e-06,5.14836551975e-06,5.99896226192e-06,1.59235921075e-06,3.54372149413e-06,1.80110095137e-06,6.60861285336e-06,3.53071300806e-06,0.969186473729,0.955812745274
1664,51488.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.502,4.297,2.332,3.875,4.698,2.577,0.0,0.831055446984,0.533262654235,0.0463377058318,-0.106163711211,-0.107516831598,-0.0212520251125,-0.276390854155,0.625230541794,0.0680689653498,0.379273635028,0.619484739525,-0.0196172217398,0.481786732712,-0.562695126032,-0.0362124194319,0.350098165188,0.571831128345,51488.0,51488.0,0.484552551471,0.418781410279,0.768004528156,0.24148663083,0.719158891108,0.651532575141,0.103542250434,0.779694968363,0.617539277037,2.87314603274e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.154,0.171,0.126,0.0,0.0,0.0,0.154,0.171,0.126,0.162,0.179,0.132,0.0,0.0,0.0,0.162,0.179,0.132,51488.0,0.01,0.001,0.0,2.03055910709e-14,8.89988180296e-12,5.02970597015e-11,1.12527556218e-31,0.0,0.55764,0.0,2.83940633524e-31,0.0,4.74554403079,0.0,0.347762617909,0.0,0.0523383503187,5.004e-24,0.0,0.0100479268724,4.666e-27,0.0,4.666e-27,8.79976369299e-07,7.60532049265e-07,1.39474208574e-06,4.9637737808e-08,1.47823589059e-07,1.3392295477e-07,3.81549218767e-07,2.87314603274e-06,2.27560853394e-06,0.963939741419,0.949940560009
1666,16440.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.624,4.052,2.414,4.018,4.542,2.652,0.0,0.786701074719,0.575514085398,0.17562898419,0.0346359308788,-0.133565597171,0.0389753460251,-0.363077055664,0.595333045642,0.150509236444,0.189174914137,0.673642605857,0.039046832162,0.496218437773,-0.478954456882,-0.177387034939,0.189521886907,0.674878158902,16440.0,16440.0,0.484886971041,0.429546036988,0.7618233571,0.733477838966,0.672866908094,0.0962308876487,0.433968192876,0.616751025599,0.6567265641,3.55143738218e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.157,0.166,0.128,0.0,0.0,0.0,0.157,0.166,0.128,0.165,0.176,0.134,0.0,0.0,0.0,0.165,0.176,0.134,16440.0,0.01,0.001,0.0,8.79674215435e-11,8.84294643771e-11,1.0050960556e-10,3.37934060779e-30,0.0,0.52455,0.0,1.28535555615e-29,0.0,1.88689555471,0.0,5.88353297655,0.0,3.75804770546,2.171e-22,0.0,0.0100479268724,2.103e-25,0.0,2.103e-25,2.2598304854e-06,2.00191237803e-06,3.55050094081e-06,3.55143738218e-06,3.25796440422e-06,4.65941782505e-07,2.31640870395e-06,3.29205565597e-06,3.5054346244e-06,0.963433719389,0.948616200075
1667,93706.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.719,4.161,2.407,4.134,4.596,2.699,0.0,0.834855275188,0.336838935382,0.406083169658,-0.0506794710942,0.148607710538,-0.0840546308252,-0.419533376102,0.372957195969,0.532829721386,0.574993317959,0.251604188477,-0.102118286732,0.330930642853,-0.396116064996,-0.37646178022,0.698561541889,0.305674873705,93706.0,93706.0,0.485111739911,0.434017970572,0.75914096255,0.232281860037,0.739519112432,0.631788429655,0.177136996207,0.385869413178,0.905387917165,2.26490761967e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.159,0.168,0.128,0.0,0.0,0.0,0.159,0.168,0.128,0.168,0.177,0.135,0.0,0.0,0.0,0.168,0.177,0.135,93706.0,0.01,0.001,0.0,5.97251743742e-15,8.81622506168e-12,5.04191210616e-11,2.6733051955e-32,0.0,0.53925,0.0,1.14574464494e-32,0.0,3.932411692,0.0,0.106653583385,0.0,5.29319328136,6.615e-25,0.0,0.0100479268724,6.416e-28,0.0,6.416e-28,5.31159664139e-07,4.75215956475e-07,8.31200372055e-07,7.11404135288e-07,2.26490761967e-06,1.93496341649e-06,4.07113777287e-07,8.86843277812e-07,2.08085212439e-06,0.966771335675,0.952983748342
1668,129255.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.57,4.338,2.352,3.835,4.725,2.699,0.0,0.82894041998,0.159689796412,0.513978313573,0.0436207613192,-0.145878275981,0.0502651389418,-0.24835197983,0.201259565237,0.537779004884,0.179518683571,0.75753289135,0.03931260888,0.497098590651,-0.158515472352,-0.596227000756,0.140402432828,0.59247014727,129255.0,129255.0,0.485184183858,0.440466306182,0.755371260277,0.425338982649,0.286088888055,0.858626751255,0.0825674466846,0.889283038334,0.449842521866,3.03053217163e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.156,0.172,0.126,0.0,0.0,0.0,0.156,0.172,0.126,0.161,0.179,0.135,0.0,0.0,0.0,0.161,0.179,0.135,129255.0,0.01,0.001,0.0,1.06615515759e-14,8.53853942577e-12,4.85405567535e-11,1.9403537168e-33,0.0,0.56316,0.0,1.86310147098e-32,0.0,3.26421597128,0.0,3.23527397891,0.0,2.6331131196,8.418e-27,0.0,0.0100479268724,8.431e-30,0.0,8.431e-30,1.78434473823e-07,1.61988737875e-07,2.77800220726e-07,9.06682791122e-07,6.09847397279e-07,1.83030977906e-06,2.81376449028e-07,3.03053217163e-06,1.53299025835e-06,0.966028486682,0.952719802096
1669,4824.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.284,4.236,2.543,3.699,4.739,2.842,0.0,0.810711393193,0.563998168042,0.0398728612423,-0.0935860019117,0.119603171258,-0.0877308010535,-0.344915373873,0.558299999524,0.100807893854,0.707605745219,0.225321281318,-0.0770582108294,0.458416579656,-0.598599646956,0.0115569508902,0.621524391028,0.197910592308,4824.0,4824.0,0.485301580943,0.447028406813,0.751430621572,0.689369653349,0.212506842675,0.692539040674,0.312253557446,0.887543780698,0.338767993185,3.1670658021e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.149,0.17,0.131,0.0,0.0,0.0,0.149,0.17,0.131,0.159,0.18,0.139,0.0,0.0,0.0,0.159,0.18,0.139,4824.0,0.01,0.001,0.0,2.44229998734e-11,2.5981930701e-11,5.48779943987e-11,8.72062423922e-31,0.0,0.54936,0.0,1.96475839938e-30,0.0,3.78042345771,0.0,0.610926513496,0.0,3.52988020903,3.232e-23,0.0,0.0100479268724,3.271e-26,0.0,3.271e-26,1.40502473182e-06,1.29421784734e-06,2.17551034041e-06,1.84417405564e-06,5.68489784839e-07,1.85265267353e-06,1.11422961309e-06,3.1670658021e-06,1.20884236856e-06,0.962187008319,0.947502216452
1670,17003.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.733,4.317,2.556,4.134,4.8,2.896,0.0,0.794960052013,0.435292809717,0.391855683725,-0.142371782362,-0.0688337434102,0.00725720747426,-0.369807320151,0.504461388676,0.446927960446,0.598007862144,0.226606666324,0.0085378013241,0.480786335657,-0.33040694147,-0.305899740889,0.703531259833,0.266593273329,17003.0,17003.0,0.483379827077,0.453038851877,0.74906591263,0.534959108527,0.552431082677,0.639248504962,0.339991414495,0.859224928322,0.382280473761,2.41622535019e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.159,0.171,0.132,0.0,0.0,0.0,0.159,0.171,0.132,0.168,0.181,0.14,0.0,0.0,0.0,0.168,0.181,0.14,17003.0,0.01,0.001,0.0,2.01575568161e-11,2.20751646584e-11,5.5178313832e-11,1.21454936986e-30,0.0,0.5604,0.0,3.54791046071e-30,0.0,0.694885344162,0.0,5.34475964574,0.0,1.89851527129,4.983e-23,0.0,0.0100479268724,5.148e-26,0.0,5.148e-26,1.55921471297e-06,1.4613453103e-06,2.41622535019e-06,1.51320420125e-06,1.56262604353e-06,1.80820086607e-06,8.9134530701e-07,2.25260425668e-06,1.00221326693e-06,0.971147908502,0.958602595591
1711,138919.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.127,3.76,1.652,4.481,4.161,1.836,0.0,0.838421564248,0.429710237488,0.305065005937,-0.00446038849722,-0.138974240381,0.0122849615253,-0.307002872866,0.547328941633,0.379096584253,0.124846328544,0.66837752766,0.0130081872144,0.449975980961,-0.425919071618,-0.312400716775,0.132196133572,0.707725456998,138919.0,138919.0,0.490874573001,0.387215284177,0.780452738659,0.121749399214,0.790753202161,0.599905373424,0.365319362419,0.407277732461,0.837058308652,2.46399756223e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.168,0.16,0.106,0.0,0.0,0.0,0.168,0.16,0.106,0.175,0.168,0.112,0.0,0.0,0.0,0.175,0.168,0.112,138919.0,0.01,0.001,0.0,8.56902175025e-18,8.85081488286e-12,5.04553566279e-11,1.17030819378e-33,0.0,0.69307,0.0,5.76103287936e-32,0.0,3.24751273362,0.0,3.17185785517,0.0,0.990321203896,5.609e-28,0.0,0.0100479268724,5.128e-31,0.0,5.128e-31,9.17292374757e-08,7.23585304886e-08,1.45842417882e-07,3.79372757577e-07,2.46399756223e-06,1.86931317337e-06,9.21582985479e-07,1.02743042722e-06,2.11162827505e-06,0.957355663361,0.941433579545
1717,7981.0,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,450.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.706,4.025,2.386,4.052,4.474,2.624,0.0,0.794863788224,0.247540368134,0.535177152864,-0.0122804623452,0.142653179464,-0.0862309708649,-0.400585658947,0.160285945526,0.498911312793,0.732386909125,0.145260739661,-0.0750247539956,0.441200854451,-0.307457260943,-0.532142021949,0.637208964895,0.12638326055,7981.0,7981.0,0.488125499778,0.424564740146,0.762547229941,0.18965006437,0.767273302414,0.612637358057,0.332108885296,0.476240259337,0.814186037521,2.72594463479e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.159,0.165,0.127,0.0,0.0,0.0,0.159,0.165,0.127,0.166,0.174,0.134,0.0,0.0,0.0,0.166,0.174,0.134,7981.0,0.01,0.001,0.0,1.30116556842e-18,8.84969049269e-12,5.13850514057e-11,3.91667955952e-32,0.0,0.52088,0.0,1.1171480729e-31,0.0,1.93838807429,0.0,6.11147796811,0.0,4.85394777403,2.15e-24,0.0,0.0100479268724,2.103e-27,0.0,2.103e-27,7.17794232741e-07,6.24327395394e-07,1.1213345832e-06,6.73782827879e-07,2.72594463479e-06,2.17655887936e-06,2.55445455036e-07,3.66305796498e-07,6.26240766346e-07,0.964276072046,0.949275185132
