Unnamed: 0,B_110_elel,B_110_elmu,B_110_mumu,B_90_elel,B_90_elmu,B_90_mumu,MA0,MH0,MHC,Mh,Mtr01,Mtr02,Mtr03,O_110_elel,O_110_elmu,O_110_mumu,O_90_elel,O_90_elmu,O_90_mumu,SR,S_110_elel,S_110_elmu,S_110_mumu,S_90_elel,S_90_elmu,S_90_mumu,U_e1_i,U_e1_r,U_e2_i,U_e2_r,U_e3_i,U_e3_r,U_mu1_i,U_mu1_r,U_mu2_i,U_mu2_r,U_mu3_i,U_mu3_r,U_tau1_i,U_tau1_r,U_tau2_i,U_tau2_r,U_tau3_i,U_tau3_r,Y1e,Y1mu,Y1tau,Y2e,Y2mu,Y2tau,Y3e,Y3mu,Y3tau,Yukawa_max,dB_110_elel,dB_110_elmu,dB_110_mumu,dB_90_elel,dB_90_elmu,dB_90_mumu,dS_110_stat_elel,dS_110_stat_elmu,dS_110_stat_mumu,dS_110_sys_elel,dS_110_sys_elmu,dS_110_sys_mumu,dS_110_tot_elel,dS_110_tot_elmu,dS_110_tot_mumu,dS_90_stat_elel,dS_90_stat_elmu,dS_90_stat_mumu,dS_90_sys_elel,dS_90_sys_elmu,dS_90_sys_mumu,dS_90_tot_elel,dS_90_tot_elmu,dS_90_tot_mumu,index,la2,laL,m_nu_1,m_nu_2,m_nu_3,mu_to_e_gamma,r_exp,r_max,r_obs,tau_to_mu_gamma,theta_1_i,theta_1_r,theta_2_i,theta_2_r,theta_3_i,theta_3_r,xsection1,xsection2,xsection_process,xsectionerror1,xsectionerror2,xsectionerror_process,y1e,y1mu,y1tau,y2e,y2mu,y2tau,y3e,y3mu,y3tau,CLdb550,CLdb,CLdbs
3487,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.659,3.675,1.813,3.888,3.856,1.926,0.0,0.828652497279,0.239988240814,0.486256570996,-0.0292510478789,-0.13579251226,0.0103405445618,-0.346286642902,0.311582198487,0.616028696435,0.218580931385,0.596344019233,0.01237013815,0.439500457931,-0.204678609444,-0.433003506944,0.261482971428,0.713391626405,0.684267317636,0.599661476051,0.414951023804,0.369593317584,0.0748690212483,0.926172451142,0.104481451899,0.701510082956,0.70495902698,2.65376019909e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.092,0.092,0.064,0.0,0.0,0.0,0.092,0.092,0.064,0.094,0.094,0.066,0.0,0.0,0.0,0.094,0.094,0.066,42961.0,0.01,0.001,3.49582841239e-13,8.97135944833e-12,5.12875437952e-11,5.10132140737e-32,0.0,0.49189,0.0,3.95410768328e-33,0.0,3.92360723404,0.0,0.00897455298814,0.0,0.296415894534,2.989e-25,0.0,0.0033878632056,2.711e-28,0.0,2.711e-28,7.22829900686e-07,6.3345601055e-07,4.38336012251e-07,5.49935734879e-07,1.11401230112e-07,1.37809668982e-06,3.93311820944e-07,2.64077693335e-06,2.65376019909e-06,0.946440963041,0.953872011396,0.0172219071784
3527,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.026,3.196,1.087,4.255,3.384,1.13,0.0,0.838453700163,0.478778352223,0.22057584192,-0.0393569343573,0.132529286593,-0.0576384848279,-0.459776846254,0.557040351923,0.296530396746,0.357608296969,0.509092459961,-0.0713928096917,0.277815615332,-0.534069671111,-0.1966289499,0.442944695127,0.63057766383,0.693421256294,0.510283817142,0.508701668253,0.565181511904,0.82319705004,0.0540044017394,0.443985334247,0.251043150414,0.860147870778,9.3418736516e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.096,0.086,0.05,0.0,0.0,0.0,0.096,0.086,0.05,0.099,0.088,0.051,0.0,0.0,0.0,0.099,0.088,0.051,74415.0,0.01,0.001,3.92795134461e-10,3.9289455798e-10,3.95879199507e-10,2.27388615259e-28,0.0,0.7001,0.0,1.47536901761e-28,0.0,3.79949458871,0.0,5.52187553531,0.0,5.69074537479,2.163e-21,0.0,0.0033878632056,2.254e-24,0.0,2.254e-24,6.75590650362e-06,4.97162399859e-06,4.95620934282e-06,5.6728947141e-06,8.26267331021e-06,5.42058221497e-07,4.82202541751e-06,2.7265235106e-06,9.3418736516e-06,0.93254612171,0.941453074675,0.0220688315039
3528,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.071,3.113,1.103,4.301,3.285,1.208,0.0,0.816884787952,0.559448848322,0.00510782824649,-0.00486384991394,-0.140237236062,0.0123013808795,-0.320521135893,0.640944133741,-0.00257349381809,0.129035789596,0.685309154346,0.0123985397582,0.479228960831,-0.525355410233,-0.0132884797184,0.130054941247,0.690721869363,0.692496436148,0.521127715415,0.498873320742,0.539873953307,0.772442833126,0.334467014955,0.304848330102,0.464862102721,0.831246486362,3.09688140877e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.097,0.084,0.05,0.0,0.0,0.0,0.097,0.084,0.05,0.099,0.087,0.053,0.0,0.0,0.0,0.099,0.087,0.053,91187.0,0.01,0.001,3.1682088708e-11,3.28583405631e-11,5.79272762827e-11,1.54611145891e-30,0.0,0.70827,0.0,8.80762602343e-31,0.0,0.807870760524,0.0,0.0156302354097,0.0,3.87756308783,1.452e-23,0.0,0.0033878632056,1.49e-26,0.0,1.49e-26,1.93117260965e-06,1.45327472837e-06,1.39121364734e-06,1.80844609899e-06,2.58749513605e-06,1.1203829426e-06,1.13573908759e-06,1.73188437747e-06,3.09688140877e-06,0.932715032242,0.941521485623,0.0218069071196
3529,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.065,3.306,1.199,4.275,3.507,1.279,0.0,0.810892903719,0.134970424389,0.54999616662,0.108585624723,0.0997449850675,-0.0547441651082,-0.45549623724,0.0823343559176,0.495925029689,0.73001135309,0.0623626279962,-0.0496446240955,0.359881041796,-0.189111358399,-0.625142794993,0.662009168247,0.0565534101829,0.695564719363,0.528808270899,0.486365637978,0.478285342844,0.47900687507,0.736067622203,0.167066668584,0.743350965849,0.647702145912,2.78802728992e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.097,0.087,0.052,0.0,0.0,0.0,0.097,0.087,0.052,0.099,0.09,0.054,0.0,0.0,0.0,0.099,0.09,0.054,100075.0,0.01,0.001,1.37433680047e-12,8.56189905169e-12,4.92283687532e-11,9.44244605617e-33,0.0,0.70705,0.0,1.81002027464e-32,0.0,0.0221976864181,0.0,0.149446431507,0.0,6.11002686847,8.267e-26,0.0,0.0033878632056,8.126e-29,0.0,8.126e-29,5.32960494799e-07,4.05187195191e-07,3.72666502274e-07,7.55547755542e-07,7.56687560602e-07,1.16276663754e-06,6.26603653788e-07,2.78802728992e-06,2.42928487553e-06,0.938713306591,0.946978954083,0.0199065073212
3531,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.957,3.459,1.378,4.133,3.617,1.456,0.0,0.802608758449,0.571566539761,0.0884431256767,0.127519250825,-0.0710459406013,0.0651581791451,-0.423215043827,0.446318767669,0.02155000971,0.759631277544,0.19984722979,0.0498902618479,0.412278523577,-0.668052317635,-0.139752494633,0.581633861501,0.153018865085,0.694111142297,0.550465162672,0.463894197877,0.245803757604,0.762079611545,0.599011834954,0.674381757097,0.344543149136,0.653069111257,4.98278371683e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.095,0.089,0.056,0.0,0.0,0.0,0.095,0.089,0.056,0.097,0.091,0.058,0.0,0.0,0.0,0.097,0.091,0.058,46215.0,0.01,0.001,1.59191170743e-10,1.59422932569e-10,1.67219352487e-10,5.00543231199e-29,0.0,0.68785,0.0,1.77572220581e-29,0.0,1.01471792184,0.0,0.146860219325,0.0,4.57394980967,3.539e-22,0.0,0.0033878632056,3.198e-25,0.0,3.198e-25,4.30158469767e-06,3.4113737355e-06,2.87487127252e-06,1.60716405789e-06,4.98278371683e-06,3.9165808561e-06,4.65897898213e-06,2.38028278993e-06,4.51174016973e-06,0.941800415264,0.949712483847,0.0188820626076
3532,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.902,3.604,1.481,4.074,3.785,1.57,0.0,0.819074922536,0.00672147502748,0.552799007848,-0.00355551057647,0.153204792071,-0.0882935150594,-0.412388135835,-0.0527220815731,0.565556852969,0.682858171483,0.182238378049,-0.0862823446027,0.379225406459,-0.0656114078866,-0.606159261271,0.667303867414,0.178087309403,0.691613141164,0.557339835068,0.459394787972,0.0247367621372,0.657873089699,0.752722452468,0.401612626621,0.718496701229,0.56786423418,2.16479084435e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.095,0.091,0.058,0.0,0.0,0.0,0.095,0.091,0.058,0.097,0.093,0.06,0.0,0.0,0.0,0.097,0.093,0.06,44869.0,0.01,0.001,2.95279045828e-12,9.17663009814e-12,4.8237883168e-11,3.12145601722e-32,0.0,0.67805,0.0,8.50773937792e-32,0.0,0.146193991483,0.0,2.975329983,0.0,0.902702425529,2.597e-25,0.0,0.0033878632056,2.211e-28,0.0,2.211e-28,7.05452064542e-07,5.68491999211e-07,4.68587107916e-07,7.11416485823e-08,1.8920089824e-06,2.16479084435e-06,1.0710724862e-06,1.91617991344e-06,1.51445377165e-06,0.945473135381,0.952980825206,0.0177717756328
3533,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.991,3.475,1.655,4.177,3.659,1.724,0.0,0.793064521379,0.337621546916,0.483638859386,0.126880600152,0.0839947795061,-0.044120871372,-0.474560743491,0.242289585153,0.404403189233,0.739493546498,0.0612254979493,-0.0388201219432,0.377342169004,-0.398601690524,-0.520553219686,0.650649653068,0.0538697723439,0.695110600698,0.565730889394,0.443587436233,0.579978939233,0.486626422824,0.653313978617,0.413659702118,0.66997195806,0.616460238991,4.83104879019e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.096,0.089,0.062,0.0,0.0,0.0,0.096,0.089,0.062,0.098,0.092,0.063,0.0,0.0,0.0,0.098,0.092,0.063,149001.0,0.01,0.001,1.67277228242e-10,1.67514818167e-10,1.75009747243e-10,5.87994069548e-29,0.0,0.69398,0.0,2.61606460217e-29,0.0,0.0262226555217,0.0,2.71167928644,0.0,6.26503940522,3.954e-22,0.0,0.0033878632056,3.366e-25,0.0,3.366e-25,4.4288609731e-06,3.60452488395e-06,2.82629423651e-06,3.79915451616e-06,3.1876484591e-06,4.27953600456e-06,2.98282663837e-06,4.83104879019e-06,4.44518528866e-06,0.948391104923,0.955558304722,0.0162730910293
3534,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.851,3.521,1.552,4.042,3.746,1.644,0.0,0.785275537431,0.173100184229,0.574845734462,0.149881149957,-0.0216027542467,0.0401986244141,-0.514111731083,0.180280806134,0.492108249834,0.632932713933,0.24248232838,0.0426717468194,0.339992133577,-0.142687643385,-0.58698998765,0.671872356736,0.257400462718,0.690694271853,0.574877166605,0.438699972813,0.506662639836,0.333454729461,0.795047742462,0.42378657572,0.780655607635,0.459327508982,3.44217773548e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.094,0.09,0.06,0.0,0.0,0.0,0.094,0.09,0.06,0.096,0.093,0.061,0.0,0.0,0.0,0.096,0.093,0.061,8004.0,0.01,0.001,6.27224914212e-11,6.33484902568e-11,7.96773375812e-11,1.08490913984e-29,0.0,0.66907,0.0,4.96344336601e-30,0.0,0.744498232192,0.0,3.87422384706,0.0,4.21971336689,6.907e-23,0.0,0.0033878632056,5.736e-26,0.0,5.736e-26,2.84483933491e-06,2.36781053926e-06,1.80692238193e-06,2.1507223763e-06,1.41547548951e-06,3.37488268426e-06,1.86862004355e-06,3.44217773548e-06,2.02533218137e-06,0.943583736142,0.951296574946,0.0182081451985
3535,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.916,3.744,1.66,4.106,3.904,1.74,0.0,0.796076988083,0.0148093479837,0.584826513349,0.148645365332,0.0438704559696,-0.0186660432212,-0.508625413965,-0.000717756998739,0.513523836831,0.689059407978,0.0494130874125,-0.019081692671,0.326877783198,-0.0299049388772,-0.627022392709,0.704403161358,0.0505134021578,0.693517800151,0.585510838847,0.419773889692,0.406034340477,0.58890070694,0.698807607084,0.59288579551,0.558682077667,0.579966179683,6.32170534772e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.095,0.093,0.062,0.0,0.0,0.0,0.095,0.093,0.062,0.097,0.095,0.063,0.0,0.0,0.0,0.097,0.095,0.063,51391.0,0.01,0.001,3.17159936736e-10,3.1728248543e-10,3.21054324225e-10,2.27378727795e-28,0.0,0.6805,0.0,7.49728833626e-29,0.0,2.98625188426,0.0,0.0426762900073,0.0,0.873266650466,1.399e-21,0.0,0.0033878632056,1.223e-24,0.0,1.223e-24,6.06019254907e-06,5.11639127677e-06,3.668125891e-06,3.67315615275e-06,5.32744164574e-06,6.32170534772e-06,5.79271618449e-06,5.45853305611e-06,5.66648670106e-06,0.951942922494,0.958709183778,0.0155235601749
3536,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elmu,3.771,3.792,1.841,3.95,3.991,1.928,0.0,0.792015402841,0.585717138132,0.0926668824157,0.0754048752173,0.123991892711,0.0402520574849,-0.498829195944,0.517395271359,0.0513450093101,0.0195692610089,0.691976930511,0.0411044125476,0.347233687988,-0.60170467685,-0.126355008026,0.019983648738,0.706629847079,0.69054449973,0.591930699224,0.415651706611,0.640597504718,0.578800896888,0.50460316954,0.327814146796,0.567475916519,0.75532044149,5.33654650765e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.093,0.093,0.065,0.0,0.0,0.0,0.093,0.093,0.065,0.095,0.096,0.066,0.0,0.0,0.0,0.095,0.096,0.066,11569.0,0.01,0.001,1.59470832886e-10,1.59702021454e-10,1.67178822135e-10,5.43785988093e-29,0.0,0.50795,0.0,2.34197447043e-29,0.0,0.840349302465,0.0,6.06870588297,0.0,3.26222190627,3.559e-22,0.0,0.0033878632056,3.106e-25,0.0,3.106e-25,4.28505460676e-06,3.6731237025e-06,2.5792548647e-06,4.09696773962e-06,3.70174498768e-06,3.22721036484e-06,2.31609704193e-06,4.00937331247e-06,5.33654650765e-06,0.95238627774,0.959114681118,0.0152812016926
3537,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,3.851,3.78,1.765,4.042,4.016,1.857,0.0,0.797737650878,0.32334803531,0.486011745187,0.0134726101991,0.15057144732,-0.0462334318299,-0.478733284254,0.245415424464,0.429951080599,0.428293745552,0.583227843623,-0.0430304654008,0.361164687847,-0.382260408755,-0.517715123622,0.39862234902,0.542822900062,0.692548171521,0.599311630661,0.401500435215,0.161253812783,0.512185268389,0.843601480978,0.114459051392,0.811428118719,0.573134830302,2.43505917724e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.094,0.093,0.064,0.0,0.0,0.0,0.094,0.093,0.064,0.096,0.096,0.065,0.0,0.0,0.0,0.096,0.096,0.065,23120.0,0.01,0.001,1.05534807007e-12,9.00365979522e-12,4.93532696528e-11,1.96390965824e-31,0.0,0.66907,0.0,7.19857064694e-33,0.0,1.15523368485,0.0,0.10667471696,0.0,5.60100543978,9.307e-25,0.0,0.0033878632056,8.409e-28,0.0,8.409e-28,9.718946626e-07,8.41050195533e-07,5.63449801852e-07,3.75355646027e-07,1.19222999434e-06,1.9636780887e-06,3.43486449483e-07,2.43505917724e-06,1.71995176914e-06,0.95270954992,0.9594138454,0.0151981938422
3554,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,5.114,0.757,0.044,5.424,0.825,0.057,0.0,0.839254769556,0.0620858348688,0.521211686392,0.110933912986,0.0884806521518,0.0712491627154,-0.389366559487,0.101467572609,0.475082991092,0.0358664554318,0.778480134509,0.0558036225079,0.368584626183,-0.0479098015859,-0.69727244408,0.0280912513682,0.609719607927,0.714826059074,0.100208204903,0.692085269991,0.331812407405,0.881432827674,0.336120062761,0.613703099534,0.460432698871,0.641381505372,7.41048949124e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.108,0.042,0.01,0.0,0.0,0.0,0.108,0.042,0.01,0.112,0.043,0.011,0.0,0.0,0.0,0.112,0.043,0.011,148492.0,0.01,0.001,2.72251118273e-10,2.72393359152e-10,2.7648561009e-10,5.0489914617e-30,0.0,0.89441,0.0,5.46069976532e-30,0.0,4.32775178667,0.0,0.360210409145,0.0,1.66372140388,1.036e-21,0.0,0.0033878632056,8.823e-25,0.0,8.823e-25,5.79391852112e-06,8.12223011442e-07,5.60959636697e-06,2.78965371034e-06,7.41048949124e-06,2.82586955543e-06,5.54129650212e-06,4.15737529377e-06,5.7912125504e-06,0.934454364104,0.940829830501,0.0169887420982
3577,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.223,2.886,1.022,4.445,3.04,1.084,0.0,0.788714691523,0.303403394781,0.514819601908,0.0388720327534,0.139015315603,-0.0815957051697,-0.413581710591,0.183479565539,0.433091946497,0.764579229091,0.128364819609,-0.0647164759744,0.442756392021,-0.371000693266,-0.532946768479,0.606415168631,0.101810735588,0.702820679588,0.491018363723,0.514727169314,0.484283041279,0.593458860401,0.642865862323,0.431693428234,0.695482146401,0.574408711683,3.06585660314e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.098,0.081,0.048,0.0,0.0,0.0,0.098,0.081,0.048,0.101,0.083,0.05,0.0,0.0,0.0,0.101,0.083,0.05,138940.0,0.01,0.001,6.27903140579e-11,6.34285636052e-11,8.07679601567e-11,7.58212558887e-30,0.0,0.73524,0.0,4.60067523702e-30,0.0,0.0307063829942,0.0,3.78645112113,0.0,4.33342169297,6.681e-23,0.0,0.0033878632056,6.805e-26,0.0,6.805e-26,2.8704523244e-06,2.00541168524e-06,2.1022429227e-06,2.09122230972e-06,2.56266336623e-06,2.77601179239e-06,1.90301096058e-06,3.06585660314e-06,2.53213508173e-06,0.931616103198,0.940509449561,0.0217074850143
3578,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.25,3.161,0.967,4.431,3.347,1.048,0.0,0.827957787208,0.513225480196,0.172203655817,0.109418696766,0.0972571786609,0.0458372646719,-0.465693376047,0.536593731378,0.148432550415,0.18617980194,0.660606275663,0.0475772246948,0.305370160568,-0.586711975482,-0.22967261624,0.193247095653,0.685682564984,0.700754829118,0.501636165177,0.507251246675,0.483910302969,0.843731411074,0.232267355968,0.0959857116365,0.553300392598,0.827433029745,2.83420779875e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.099,0.085,0.047,0.0,0.0,0.0,0.099,0.085,0.047,0.101,0.088,0.049,0.0,0.0,0.0,0.101,0.088,0.049,54179.0,0.01,0.001,1.39868156528e-11,1.65310530314e-11,5.01784231333e-11,7.05752380753e-31,0.0,0.74015,0.0,4.8395679862e-31,0.0,3.88583172197,0.0,2.71597590167,0.0,3.59040328434,6.208e-24,0.0,0.0033878632056,6.461e-27,0.0,6.461e-27,1.58032662065e-06,1.13127866234e-06,1.14394166857e-06,1.10576210315e-06,1.92797345682e-06,5.30743897067e-07,3.28780025342e-07,1.895220799e-06,2.83420779875e-06,0.937564548117,0.94592679573,0.0203298335749
3579,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.301,3.154,1.08,4.479,3.281,1.135,0.0,0.788637726639,0.546767514837,0.231520071108,0.104875625904,-0.120396763271,0.0993452665254,-0.385659868265,0.468385517873,0.117104398149,0.665854403016,0.406123706024,0.0770818645015,0.462066993321,-0.567704550877,-0.303408719202,0.51663557476,0.315110861076,0.698381987737,0.50995284665,0.502205827723,0.518642272166,0.767487607224,0.3767930019,0.455291380272,0.445268078911,0.77100330541,4.20007843382e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.099,0.085,0.05,0.0,0.0,0.0,0.099,0.085,0.05,0.101,0.087,0.051,0.0,0.0,0.0,0.101,0.087,0.051,122808.0,0.01,0.001,9.05488078297e-11,9.09587132383e-11,1.03982662625e-10,1.36458394544e-29,0.0,0.74914,0.0,7.74782122403e-30,0.0,3.40032410473,0.0,5.83790228207,0.0,2.64292322941,1.205e-22,0.0,0.0033878632056,1.244e-25,0.0,1.244e-25,3.30570390264e-06,2.41379810037e-06,2.37712855398e-06,2.53560074191e-06,3.75218575639e-06,1.84211096248e-06,2.48022219097e-06,2.42561976373e-06,4.20007843382e-06,0.941090011375,0.949026798265,0.0189150423692
3580,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.071,3.141,1.22,4.324,3.292,1.295,0.0,0.798559320868,0.505089913399,0.293967313812,-0.0711888754866,0.125309827449,-0.0780988693647,-0.413529215548,0.489070809528,0.350774419803,0.64603089958,0.208099209415,-0.0828622928396,0.422292559694,-0.497977967474,-0.219664269698,0.685433758771,0.220791642319,0.698164053073,0.520231069992,0.49186033466,0.13069068337,0.687883775922,0.713957881183,0.568527851677,0.5518639123,0.610100241082,2.49588787949e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.097,0.085,0.053,0.0,0.0,0.0,0.097,0.085,0.053,0.1,0.087,0.054,0.0,0.0,0.0,0.1,0.087,0.054,28694.0,0.01,0.001,8.88291471857e-13,8.53039843659e-12,4.86966499826e-11,1.90400236447e-32,0.0,0.70827,0.0,1.08077955952e-31,0.0,3.25654626582,0.0,3.00233358415,0.0,4.67409126891,5.064e-26,0.0,0.0033878632056,5.13e-29,0.0,5.13e-29,4.73191950443e-07,3.5259500057e-07,3.33366276993e-07,4.5687469973e-07,2.4047367836e-06,2.49588787949e-06,9.06793881543e-07,8.8021513395e-07,9.73101254599e-07,0.935584571369,0.944155152845,0.0206293061087
3581,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.046,3.287,1.208,4.278,3.498,1.279,0.0,0.831350634035,0.52028799331,0.126691177408,-0.0648151881837,0.133809058943,-0.0841384131884,-0.410380168475,0.55146047609,0.190060658105,0.510606096304,0.472819784607,-0.084945892992,0.355174834838,-0.603971634812,-0.0907540824303,0.515506403961,0.47735745548,0.699191799125,0.526545903681,0.483611661721,0.533939767591,0.079614195134,0.841765944024,0.47347027442,0.847124597997,0.241258812707,9.30283313272e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.096,0.087,0.053,0.0,0.0,0.0,0.096,0.087,0.053,0.099,0.09,0.054,0.0,0.0,0.0,0.099,0.09,0.054,103083.0,0.01,0.001,4.01490005964e-10,4.01578773397e-10,4.04487051989e-10,3.20314303452e-28,0.0,0.70378,0.0,1.45939783587e-28,0.0,1.01925215855,0.0,0.213164736949,0.0,2.3074658893,2.242e-21,0.0,0.0033878632056,2.138e-24,0.0,2.138e-24,6.87578481412e-06,5.17800170567e-06,4.7557905052e-06,5.42543264395e-06,8.08970373476e-07,8.55329516263e-06,5.19948891421e-06,9.30283313272e-06,2.64942191706e-06,0.937770826921,0.946143052916,0.0201963022247
3582,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.026,3.26,1.261,4.204,3.439,1.33,0.0,0.838931376386,0.278208966714,0.440284128748,0.155362679383,-0.0283943723717,0.0360072875023,-0.475178456933,0.330237469894,0.480775797715,0.639902546473,0.152418785393,0.0403118906947,0.259765291169,-0.311547476051,-0.539894131094,0.716401686936,0.170640163222,0.701577896647,0.53990329738,0.465072988265,0.447726963926,0.37635355784,0.811109465655,0.541427790363,0.760259136661,0.358973526803,4.9130245941e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.096,0.086,0.054,0.0,0.0,0.0,0.096,0.086,0.054,0.098,0.089,0.055,0.0,0.0,0.0,0.098,0.089,0.055,1160.0,0.01,0.001,1.36709170821e-10,1.36999627561e-10,1.45948550755e-10,3.88132670137e-29,0.0,0.7001,0.0,1.54513156862e-29,0.0,6.05562260007,0.0,0.176652932148,0.0,5.26857439359,2.609e-22,0.0,0.0033878632056,2.328e-25,0.0,2.328e-25,4.02933132567e-06,3.10079504979e-06,2.67102650938e-06,2.71195649706e-06,2.27963593576e-06,4.9130245941e-06,3.49802644551e-06,4.91183979252e-06,2.31923612409e-06,0.937441011475,0.94585808686,0.0201873485765
3583,6.1,4.4,6.3,16.6,20.7,22.4,700.0,70.0,700.0,125.09,550.0,1500.0,2500.0,4.0,5.0,4.0,15.0,19.0,19.0, atlas_conf_2013_049 - SR_mT2_110_elel,4.138,3.43,1.337,4.328,3.592,1.43,0.0,0.835303391791,0.409349182236,0.329918671305,0.117495966696,-0.109771848846,0.0828616759597,-0.424697172045,0.47208502491,0.313496718889,0.6741918738,0.192580135313,0.0820913091911,0.329082839619,-0.459866737228,-0.43699546659,0.667923897571,0.190789713688,0.699857217828,0.546801941656,0.459573183786,0.604665447304,0.110386640372,0.788793056805,0.376790251671,0.8296928657,0.4118723769,7.78640656226e-06,2.2,2.0,2.4,2.3,3.2,3.3,0.097,0.089,0.055,0.0,0.0,0.0,0.097,0.089,0.055,0.1,0.091,0.057,0.0,0.0,0.0,0.1,0.091,0.057,38404.0,0.01,0.001,2.90864517906e-10,2.90989762517e-10,2.95207740318e-10,1.74218785414e-28,0.0,0.72012,0.0,8.11968165902e-29,0.0,5.93990099431,0.0,6.17095473439,0.0,5.77430409255,1.177e-21,0.0,0.0033878632056,1.048e-24,0.0,1.048e-24,5.85718220313e-06,4.57624572516e-06,3.84621863509e-06,5.22914420824e-06,9.54623194933e-07,6.82147898955e-06,3.53605799144e-06,7.78640656226e-06,3.86529270154e-06,0.946286033894,0.953715910867,0.0172234705107
